AvgUnitsShipped,StdUnitsShipped,MinUnitsShipped,MaxUnitsShipped,AvgNetAmount,StdNetAmount,MinNetAmount,MaxNetAmount,NumberOfTransactions,NumberOfTransactionDays,GLCategory
0.153846,0.375533808099405,0.0,1.0,3.36,8.20165836889101,0.0,21.84,13,8,Packaged Grocery
0.782234,0.45941572318057394,0.0,2.0,20.007879,11.7360492910727,0.0,51.54,349,182,Refrigerated Grocery
0.8505739999999999,0.357192114829753,0.0,1.0,29.588544,12.7050029889415,0.0,38.61,261,171,Refrigerated Grocery
1.325174,1.05522881201814,0.0,20.0,19.829475,15.3268422750308,0.0,268.8,858,277,Packaged Grocery
0.9617020000000001,0.324599155494266,0.0,4.0,34.281276,22.2234337143397,0.0,163.16,235,130,Packaged Grocery
1.020202,0.14140677897022597,1.0,2.0,11.200707000000001,1.62186794080112,8.77,22.38,99,79,Packaged Grocery
1.392857,1.10014429068075,0.0,4.0,8.037857,6.378295579334231,0.0,23.36,28,26,Vitamins
1.311772,1.63685329464376,0.0,25.0,41.11892,51.5179839461601,0.0,792.0,2149,179,Meat
1.254812,0.9866829968234241,0.0,8.0,24.755563000000002,8.27656078732905,0.0,205.04,1091,265,Packaged Grocery
0.074074,0.26688025634181195,0.0,1.0,0.9055549999999999,3.26378064559555,0.0,12.54,27,23,Refrigerated Grocery
1.064419,0.38764649994004396,0.0,5.0,21.652846,7.22185624571851,0.0,95.2,1335,279,Frozen
1.04375,0.259338175570385,0.0,3.0,21.294187,4.6652610828239895,0.0,47.25,160,126,Packaged Grocery
1.082568,0.6269049021356421,0.0,8.0,11.386371,6.968043315342519,0.0,94.4,1199,271,Packaged Grocery
0.738095,0.44142625981826594,0.0,1.0,17.552142,10.672905704232,0.0,27.21,126,98,Frozen
1.0,0.311399577664609,0.0,3.0,24.294578,6.880662283346441,0.0,63.57,166,121,Frozen
2.060356,1.22100678332745,0.0,12.0,12.273031,7.26144142672675,0.0,70.08,729,235,Body Care
1.190601,2.0635549625845,0.0,100.0,20.826164000000002,36.1412624915438,0.0,1751.0,3426,291,Packaged Grocery
4.056756,3.57642389560463,0.0,24.0,8.484297,7.459090935278339,0.0,53.04,370,171,Body Care
2.811764,3.8405546401499904,0.0,24.0,14.781057999999998,20.8038604489607,0.0,138.24,85,63,Body Care
1.1551719999999999,0.7678112921013092,1.0,6.0,9.751206,12.344414473489001,0.0,70.74,58,40,Packaged Grocery
2.385682,1.4264325652578997,0.0,15.0,3.89595,2.32899135692651,0.0,25.05,2235,282,Body Care
1.117048,0.52032388181077,0.0,7.0,19.029411,8.65951986280699,0.0,110.53,3144,287,Refrigerated Grocery
0.48621499999999995,0.515279563735225,0.0,2.0,5.489473,6.3216118478962,0.0,24.06,399,197,Refrigerated Grocery
2.611275,1.58872248705647,0.0,8.0,7.6227,4.63669045133037,0.0,23.92,337,190,Vitamins
1.015723,0.45720521932889796,0.0,6.0,19.70919,8.66597058368677,0.0,100.05,1272,279,Refrigerated Grocery
3.945815,3.77951684240402,1.0,72.0,15.496595000000001,14.3703793760744,3.31,252.72,3119,283,Body Care
0.9126709999999999,0.342892131013028,0.0,3.0,13.56988,5.10253696890636,0.0,44.31,584,239,Refrigerated Grocery
1.838709,1.26482812723718,0.0,8.0,21.192176999999997,14.7384839189256,0.0,96.48,124,93,Vitamins
0.9307690000000001,0.415418670192366,0.0,3.0,14.264,6.37805201099936,0.0,46.35,390,223,Refrigerated Grocery
1.4002379999999999,0.943909623984734,1.0,9.0,20.259791,13.4391157653638,0.0,128.25,1679,265,Packaged Grocery
1.628571,1.03084303491723,0.0,6.0,6.97,4.43406589764015,0.0,26.04,105,87,Body Care
2.289519,2.66795946447533,0.0,40.0,16.267156,17.6070219047285,0.0,287.2,3454,292,Packaged Grocery
0.360655,0.48417582499356204,0.0,1.0,6.2185239999999995,8.35284838364845,0.0,17.93,61,50,Packaged Grocery
2.689567,1.7900855258777202,0.0,15.0,12.080458,7.69681346693481,0.0,62.1,393,198,Body Care
1.039215,0.24052618175146803,1.0,3.0,39.192941,9.30787163814326,34.24,113.16,102,83,Packaged Grocery
1.1794870000000002,0.670949513878094,0.0,6.0,14.59058,8.42883410635959,0.0,74.7,741,235,Packaged Grocery
2.48387,2.22931507918915,0.0,15.0,16.613332999999997,15.031112757365598,0.0,112.5,93,75,Vitamins
1.090379,0.562467024969431,0.0,7.0,22.257492000000003,10.6968397043255,0.0,145.04,343,189,Packaged Grocery
1.011111,0.211112744611277,0.0,2.0,11.736277000000001,2.86140568466636,0.0,26.52,180,124,Packaged Tea
