UniversalProductCode	AvgUnitsShipped	StdUnitsShipped	MinUnitsShipped	MaxUnitsShipped	AvgNetAmount	StdNetAmount	MinNetAmount	MaxNetAmount	NumberOfTransactions	NumberOfTransactionDays	GLCategory
069765869205	1.000000	0	1.000000	1.000000	37.183750	2.49553851903743	34.920000	40.500000	8	8	Inventory - Packaged Grocery
002250613410	1.145454	0.573699157478296	1.000000	6.000000	35.645381	8.05425834572422	0.000000	76.200000	275	174	Inventory - Packaged Grocery
085688520009	4.336294	4.41870224138558	0.000000	36.000000	8.962798	9.04939239422499	0.000000	79.560000	1576	264	Inventory - Body Care
089477300104	1.343834	0.910368457548008	0.000000	20.000000	19.427881	13.1874720549588	0.000000	231.400000	3682	290	Inventory - Packaged Grocery
025317775304	1.579902	1.61761433419262	-3.000000	26.000000	72.828589	68.66582812715	-123.660000	1071.720000	1531	237	Inventory - Meat
085774100203	0.058823	0.242535625036333	0.000000	1.000000	0.791176	3.26210415673868	0.000000	13.450000	17	16	Inventory - Packaged Grocery
007101205050	1.000000	0	1.000000	1.000000	34.718656	0.866635597675744	33.980000	38.010000	67	55	Inventory - Packaged Grocery
003997801452	1.036563	0.33498329348217	1.000000	8.000000	20.460036	6.15756796325498	0.000000	136.560000	547	237	Inventory - Packaged Grocery
085355500650	1.085076	0.796123920743632	0.000000	10.000000	14.299665	10.4546638786321	0.000000	138.600000	717	246	Inventory - Packaged Grocery
089758000011	1.009523	0.259260712828067	0.000000	3.000000	37.145238	10.3993616756065	0.000000	120.270000	105	79	Inventory - Packaged Grocery
085829300218	2.538461	2.25402732183878	0.000000	20.000000	15.615913	13.7303742461498	0.000000	125.200000	208	130	Inventory - Body Care
009396600204	1.153334	0.492864905059421	0.000000	6.000000	26.378707	11.191524371294	0.000000	136.380000	5113	293	Inventory - Refrigerated Grocery
002190851495	1.358223	1.00081926693384	1.000000	25.000000	42.498464	28.4425108774829	0.000000	576.750000	2116	271	Inventory - Frozen
070059600211	1.120331	0.373666369929911	0.000000	3.000000	7.037302	2.33486843570108	0.000000	19.590000	241	156	Inventory - Body Care
085564300601	0.457317	0.49970064358939	0.000000	1.000000	3.647987	4.53549507310201	0.000000	10.300000	164	121	Inventory - Refrigerated Grocery
003098501200	1.703422	1.2492240647455	0.000000	6.000000	12.119277	8.771178897223	0.000000	45.960000	263	165	Inventory - Body Care
075121790102	0.662198	0.88511738684314	0.000000	6.000000	5.771742	8.05634111555242	0.000000	57.420000	373	197	Inventory - Packaged Grocery
002836782881	1.895555	1.2069685480456	0.000000	12.000000	8.289822	5.3375673216031	0.000000	52.680000	450	214	Inventory - Body Care
002250600285	1.532507	1.27616548695504	0.000000	8.000000	73.751702	26.4134473188457	0.000000	169.180000	323	192	Inventory - Packaged Grocery
003367418300	2.125000	1.12880181980146	0.000000	6.000000	9.653437	5.12045462281961	0.000000	27.240000	32	31	Inventory - Vitamins
002529360040	0.927223	0.535691177017797	0.000000	10.000000	15.166424	8.88782152014497	0.000000	166.900000	1113	280	Inventory - Refrigerated Grocery
008411411271	1.019398	0.223849869848441	0.000000	6.000000	15.672036	3.42142511649263	0.000000	90.480000	1031	273	Inventory - Packaged Grocery
080154150012	1.031690	0.227824530489474	0.000000	3.000000	17.851197	4.30327408799328	0.000000	48.180000	568	201	Inventory - Packaged Tea
082926200001	1.146551	0.620099766860908	0.000000	6.000000	21.745797	11.032590549022	0.000000	101.880000	464	220	Inventory - Packaged Grocery
018341300385	0.794117	0.410425630121905	0.000000	1.000000	69.075882	36.1109650196779	0.000000	91.980000	34	33	Inventory - Packaged Grocery
072534228103	1.140350	0.623527223461838	0.000000	10.000000	25.090397	11.3492575965911	0.000000	244.000000	1083	251	Inventory - Packaged Grocery
007852202107	1.984848	1.36852684042632	0.000000	12.000000	14.300050	10.0268152399106	0.000000	91.080000	198	147	Inventory - Body Care
002188841001	1.491452	2.12332529917271	0.000000	12.000000	17.013504	24.0574442831238	0.000000	135.480000	234	147	Inventory - Vitamins
007697022104	2.920833	2.10823599528853	0.000000	12.000000	8.152125	5.82757042886144	0.000000	33.360000	480	216	Inventory - Body Care
081166002168	0.800000	0.410391340834062	0.000000	1.000000	22.211500	11.4505441263494	0.000000	28.670000	20	19	Inventory - Vitamins
079921011250	1.057692	0.401386485959743	1.000000	6.000000	32.282115	10.3309788339085	0.000000	188.580000	676	233	Inventory - Packaged Grocery
007341602074	0.311320	0.465233326963493	0.000000	1.000000	3.535377	5.28896986540827	0.000000	12.140000	106	83	Inventory - Packaged Grocery
002418200220	1.010230	0.247857896031885	0.000000	3.000000	17.743580	4.36361041623182	0.000000	52.410000	391	185	Inventory - Packaged Grocery
002818910448	1.000000	0	1.000000	1.000000	30.504038	3.05100578698516	25.450000	34.500000	52	48	Inventory - Packaged Grocery
004227200540	1.087939	0.467623754992588	1.000000	6.000000	28.263605	7.99557825538001	6.810000	109.320000	796	255	Inventory - Packaged Grocery
002743401021	2.718750	2.17366013606009	0.000000	8.000000	11.287187	9.21241106557502	0.000000	33.920000	32	29	Inventory - Vitamins
069899780803	1.008196	0.0903492664500032	1.000000	2.000000	21.266844	2.77778182968733	0.000000	43.400000	244	153	Inventory - Frozen
000005645460	0.907894	1.29797412998305	0.000000	6.000000	4.626052	6.59323533711078	0.000000	32.040000	76	68	Inventory - Body Care
009370930160	0.736486	0.463757483181238	0.000000	3.000000	13.270101	8.35179828336175	0.000000	46.710000	296	176	Inventory - Packaged Grocery
005260305494	0.950549	0.511869823838221	0.000000	6.000000	27.437252	14.2252553369529	0.000000	160.560000	364	168	Inventory - Packaged Grocery
007225100030	1.066749	0.434290633144312	0.000000	6.000000	17.254585	6.33346044010582	0.000000	87.060000	809	246	Inventory - Packaged Grocery
085201700305	0.085106	0.282056672846969	0.000000	1.000000	1.013617	3.35929497360741	0.000000	11.910000	47	43	Inventory - Refrigerated Grocery
007321400828	0.557746	1.12942938092912	0.000000	12.000000	7.896450	15.9187630229385	0.000000	167.520000	355	176	Inventory - Packaged Grocery
065287800641	0.900000	0.303045763365663	0.000000	1.000000	15.681000	5.28411336759844	0.000000	17.810000	50	45	Inventory - Packaged Grocery
035497332572	2.666666	1.90812622752843	0.000000	13.000000	13.898520	9.83039646265581	0.000000	69.290000	1284	262	Inventory - Vitamins
007684020016	1.036866	0.211969043909805	0.000000	2.000000	11.826451	2.48062713074097	0.000000	23.340000	217	144	Inventory - Frozen
859902000027	1.000000	0	1.000000	1.000000	51.320000	0	51.320000	51.320000	16	16	Inventory - Refrigerated Grocery
085107000642	0.731843	0.939777556703029	0.000000	10.000000	8.937560	15.3325505676967	0.000000	177.800000	537	100	Inventory - Packaged Grocery
082946250103	0.494290	0.538137092127603	0.000000	2.000000	7.745399	8.42324714868965	0.000000	34.220000	613	233	Inventory - Refrigerated Grocery
007572000050	1.361413	2.88533253043625	0.000000	65.000000	10.186634	18.8988444937225	0.000000	458.900000	2208	293	Inventory - Packaged Grocery
005138188270	0.000000	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	10	8	Inventory - Body Care
007205011002	0.000000	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	122	54	Inventory - Refrigerated Grocery
072243000116	0.889726	1.51224499510557	0.000000	20.000000	22.601885	38.4150851858953	0.000000	508.000000	1061	171	Inventory - Refrigerated Grocery
073621107523	0.664179	0.532734165084129	0.000000	4.000000	10.966455	8.71758404933176	0.000000	54.880000	268	154	Inventory - Refrigerated Grocery
089347000122	1.000000	0	1.000000	1.000000	32.889455	0.46974166948083	32.100000	34.580000	147	115	Inventory - Packaged Grocery
076566790070	1.004491	0.116073484880121	1.000000	4.000000	21.908757	3.68102319161408	0.000000	90.440000	668	238	Inventory - Frozen
007517207163	0.152173	0.360169438228433	0.000000	1.000000	3.659728	8.69154274144129	0.000000	26.330000	184	106	Inventory - Packaged Grocery
031885858524	1.754010	1.04902538479749	0.000000	6.000000	8.314385	5.01440001893368	0.000000	29.700000	187	129	Inventory - Body Care
085645200449	0.857908	0.717427394889299	0.000000	8.000000	18.338230	14.9480694830228	0.000000	155.440000	373	187	Inventory - Frozen
089070400203	1.000000	0	1.000000	1.000000	14.280000	0.873097932651288	12.740000	14.720000	9	9	Inventory - Packaged Grocery
007468211867	0.710900	0.637573259693319	0.000000	3.000000	20.418104	17.6384606608489	0.000000	77.820000	211	104	Inventory - Packaged Grocery
002250612507	3.162601	2.81602745094111	0.000000	24.000000	11.508888	10.5969439355385	0.000000	94.560000	369	192	Inventory - Vitamins
003826185736	1.005050	0.158866628416599	0.000000	3.000000	55.686175	9.26460969286546	0.000000	173.310000	2178	282	Inventory - Refrigerated Grocery
001878795001	3.283146	3.33028811198017	0.000000	24.000000	15.670741	15.7372969260582	0.000000	115.440000	445	220	Inventory - Body Care
085997500262	1.664179	1.62658380816164	0.000000	12.000000	7.383731	6.88901093675133	0.000000	49.440000	134	92	Inventory - Body Care
002190845558	1.104283	0.622796960487251	0.000000	10.000000	38.986312	22.2840947219446	0.000000	371.600000	1611	267	Inventory - Packaged Grocery
085997502055	4.666666	3.05505046330389	2.000000	8.000000	26.240000	21.6373011256025	12.800000	51.200000	3	3	Inventory - Body Care
002548400040	0.046712	0.211205807475477	0.000000	1.000000	1.683079	7.61045437559506	0.000000	36.980000	578	183	Inventory - Packaged Grocery
004260847047	0.595238	0.543678698583864	0.000000	2.000000	23.086190	21.1704977593222	0.000000	79.260000	42	41	Inventory - Packaged Grocery
066117601012	1.598039	0.925542965304756	1.000000	5.000000	13.014705	7.51929013737761	6.830000	44.350000	102	82	Inventory - Body Care
074599850010	0.995115	0.489474125252317	0.000000	5.000000	16.453479	7.72688914576405	0.000000	75.900000	819	251	Inventory - Packaged Tea
002418211115	1.096774	0.300537153518764	1.000000	2.000000	17.168064	4.92778748145306	13.760000	31.740000	31	29	Inventory - Packaged Grocery
009396600016	1.738479	1.12331560146418	0.000000	12.000000	40.909630	26.446280407403	0.000000	282.360000	6684	293	Inventory - Refrigerated Grocery
003701400035	0.466876	0.524411086820896	0.000000	2.000000	12.545110	14.3810660641982	0.000000	57.860000	317	158	Inventory - Packaged Grocery
003680300115	1.000000	NULL	1.000000	1.000000	36.090000	NULL	36.090000	36.090000	1	1	Inventory - Packaged Grocery
063779210015	3.618239	2.30585110957525	1.000000	13.000000	11.588642	7.3658292120774	0.000000	44.880000	943	254	Inventory - Body Care
007695041531	1.040302	0.560028741218762	0.000000	6.000000	16.570088	8.95789936459802	0.000000	96.300000	794	234	Inventory - Packaged Tea
001356261051	1.025316	0.22429981893009	0.000000	3.000000	16.191012	3.90720503650514	0.000000	47.850000	158	118	Inventory - Packaged Grocery
001143311971	1.042602	0.355092361771423	0.000000	5.000000	21.219093	6.75024155982693	0.000000	93.350000	1291	263	Inventory - Frozen
001356200240	1.112149	0.417864031593935	0.000000	4.000000	41.332912	16.0817731078358	0.000000	154.600000	642	216	Inventory - Packaged Grocery
071627000177	1.336254	1.03196580013795	0.000000	20.000000	26.856117	20.9958692919948	0.000000	444.200000	1826	271	Inventory - Packaged Grocery
063779260606	2.667391	1.99460649089463	0.000000	12.000000	14.986304	11.2665043997085	0.000000	65.520000	460	201	Inventory - Body Care
070617300404	0.000000	NULL	0.000000	0.000000	0.000000	NULL	0.000000	0.000000	1	1	Inventory - Packaged Grocery
008266620004	0.961165	0.711197274228464	0.000000	7.000000	17.194708	12.3126947244771	0.000000	116.130000	206	140	Inventory - Packaged Grocery
066117601006	1.759900	1.13342012565496	1.000000	9.000000	14.011905	8.83967862507482	6.630000	82.260000	404	204	Inventory - Body Care
079921054547	1.181694	0.542040594809562	1.000000	8.000000	23.861844	10.710966126998	0.000000	162.960000	2207	281	Inventory - Packaged Grocery
001251189167	1.048632	0.277301260950315	0.000000	2.000000	33.161337	8.69700842376381	0.000000	68.840000	329	182	Inventory - Packaged Grocery
089991164366	1.395411	1.05655533433649	-6.000000	6.000000	32.903511	20.580876338532	-93.480000	140.220000	900	267	Inventory - Meat
061144332018	0.985074	0.212669705029557	0.000000	2.000000	9.417014	2.03100215218946	0.000000	19.060000	67	60	Inventory - Packaged Grocery
085323700301	0.885057	0.475803646048104	0.000000	3.000000	9.230413	5.12526000813241	0.000000	32.280000	435	217	Inventory - Packaged Grocery
007834702320	2.319812	1.85970359597937	0.000000	24.000000	8.618595	6.30595565918014	0.000000	77.040000	641	224	Inventory - Body Care
008983618415	2.166666	1.57598852705163	0.000000	6.000000	8.127619	6.33619521499734	0.000000	23.220000	42	38	Inventory - Packaged Grocery
060418312172	1.154205	0.448318298985237	0.000000	4.000000	10.073831	3.92910037789781	0.000000	35.880000	428	177	Inventory - Packaged Grocery
064630400212	2.765027	1.88530490562176	0.000000	12.000000	9.662677	6.52323479890446	0.000000	41.400000	183	129	Inventory - Packaged Grocery
001115203188	1.263157	1.14707866935281	1.000000	6.000000	14.947368	1.77195072073837	7.800000	16.400000	19	19	Inventory - Packaged Grocery
064924183811	1.013736	0.116554278979951	1.000000	2.000000	29.293186	4.04839420034273	23.860000	59.480000	364	198	Inventory - Packaged Grocery
007433338488	0.107913	0.311393489874853	0.000000	1.000000	2.297841	6.63112683743783	0.000000	22.190000	139	72	Inventory - Packaged Grocery
066117601132	1.790322	1.09153575369742	0.000000	5.000000	13.780645	8.41841494281962	0.000000	35.150000	124	103	Inventory - Body Care
063582400004	2.043956	1.24643569974626	0.000000	6.000000	29.170329	17.7476619712475	0.000000	86.340000	91	75	Inventory - Vitamins
081265901181	1.863636	1.61231730734589	0.000000	6.000000	6.360909	5.58692087365526	0.000000	20.640000	22	21	Inventory - Body Care
085062800226	1.110497	0.515267218961939	0.000000	4.000000	15.324364	7.20264544453159	0.000000	54.120000	181	129	Inventory - Vitamins
009370961005	1.041916	0.353183344535829	0.000000	4.000000	7.940419	6.82119158523804	0.000000	42.400000	167	85	Inventory - Packaged Grocery
004256360365	0.000000	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	43	34	Inventory - Packaged Grocery
089177000212	1.105405	0.591632240276327	0.000000	8.000000	15.367571	7.74506362242217	0.000000	103.760000	2590	283	Inventory - Refrigerated Grocery
085893000500	1.000000	NULL	1.000000	1.000000	15.250000	NULL	15.250000	15.250000	1	1	Inventory - Packaged Tea
003068479023	2.011173	2.28081600520821	0.000000	18.000000	48.898547	52.0518447698616	0.000000	415.620000	179	97	Inventory - Packaged Grocery
005844916500	1.032786	0.406907569961291	0.000000	3.000000	17.627540	6.85685050533106	0.000000	44.850000	61	53	Inventory - Packaged Grocery
007260974120	0.767195	0.591412903232291	0.000000	4.000000	40.082169	31.3728085960633	0.000000	211.080000	189	127	Inventory - Frozen
009830410025	0.966145	0.25306412106389	0.000000	3.000000	13.473906	3.65313258463195	0.000000	36.870000	768	244	Inventory - Packaged Grocery
081289102073	1.051546	0.31773596822684	0.000000	4.000000	13.539845	4.59045884538746	0.000000	55.040000	194	129	Inventory - Packaged Grocery
004260845927	1.004807	0.0693375245281541	1.000000	2.000000	36.823701	5.14272247376061	0.000000	76.440000	208	145	Inventory - Packaged Grocery
003291700089	1.033557	0.304942091376566	0.000000	6.000000	18.766174	5.55276033678162	0.000000	105.900000	596	223	Inventory - Packaged Tea
001707710332	1.037818	0.293095528372833	0.000000	3.000000	15.696887	4.38350214231489	0.000000	44.940000	1375	273	Inventory - Refrigerated Grocery
071627005130	1.166931	1.70119486767484	0.000000	30.000000	10.224594	14.0065755725694	0.000000	254.400000	629	226	Inventory - Packaged Grocery
083647001009	0.000000	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	8	8	Inventory - Vitamins
072534228315	1.008936	0.146242852202392	0.000000	2.000000	15.795504	2.42876933318359	0.000000	32.740000	1119	266	Inventory - Packaged Grocery
002558300602	1.173102	1.04886797836936	0.000000	40.000000	16.197439	14.7381025120814	0.000000	582.400000	6112	293	Inventory - Refrigerated Grocery
007341651060	1.055555	0.438206318291545	0.000000	6.000000	12.214305	4.65078617651046	0.000000	62.100000	288	163	Inventory - Packaged Grocery
009472350002	0.645021	0.593045840635168	0.000000	3.000000	10.523073	9.84187886749205	0.000000	50.850000	231	139	Inventory - Packaged Grocery
008983615720	0.351351	0.5083530332043	0.000000	2.000000	5.553648	7.96344380214551	0.000000	26.520000	74	69	Inventory - Packaged Grocery
081916200456	1.015267	0.214287112374155	0.000000	2.000000	18.480534	3.98543353745903	0.000000	38.060000	131	103	Inventory - Packaged Tea
083373500020	0.966336	0.290141326990028	0.000000	2.000000	32.088257	10.1292469896068	0.000000	74.160000	505	233	Inventory - Frozen
004956806016	0.871049	0.407962335595026	0.000000	4.000000	19.666921	9.23216803200051	0.000000	94.400000	1962	282	Inventory - Refrigerated Grocery
036311327096	1.698630	1.37118087293448	0.000000	6.000000	15.528630	11.9880042258766	0.000000	57.120000	73	64	Inventory - Vitamins
060265217016	0.368292	0.796366757170821	0.000000	8.000000	4.391682	9.15776936287543	0.000000	88.560000	410	192	Inventory - Packaged Grocery
072225226801	1.375550	1.15898124551361	0.000000	15.000000	21.218288	17.2168351029941	0.000000	186.480000	2045	277	Inventory - Packaged Grocery
074447389997	1.013024	0.224762417269646	0.000000	4.000000	29.948646	6.51231698661576	0.000000	102.440000	1382	279	Inventory - Frozen
075535510100	1.113381	0.593432623829507	0.000000	12.000000	22.126792	10.6613996963621	0.000000	215.040000	979	265	Inventory - Packaged Grocery
007765208249	1.111764	0.467123075835185	0.000000	3.000000	12.487823	4.93544545731842	0.000000	31.290000	170	116	Inventory - Packaged Tea
004256360304	1.034111	0.846059398103369	0.000000	18.000000	23.644039	19.4739278284946	0.000000	412.740000	1114	269	Inventory - Packaged Grocery
089958700028	0.925542	0.51943500318632	0.000000	5.000000	11.731209	6.42220250174993	0.000000	51.120000	967	264	Inventory - Packaged Grocery
005138191189	2.045714	1.37573422401133	0.000000	15.000000	26.008982	17.1838288222298	0.000000	170.400000	875	255	Inventory - Body Care
072822901545	0.596385	0.801354275398088	0.000000	8.000000	21.047951	26.4420502234964	0.000000	245.120000	166	116	Inventory - Packaged Grocery
002836783922	2.523809	1.03048763306736	1.000000	5.000000	9.429047	3.71681571343254	3.840000	16.450000	21	20	Inventory - Body Care
079570907001	1.031460	0.468488584247096	0.000000	6.000000	19.499955	8.67137447040989	0.000000	92.700000	890	272	Inventory - Refrigerated Grocery
000827433333	1.084250	0.485378818957357	0.000000	14.000000	23.680080	8.96053823385468	0.000000	276.920000	2362	286	Inventory - Packaged Grocery
002418215769	0.770956	0.540953458868314	0.000000	5.000000	18.668016	13.0633329744601	0.000000	109.300000	847	252	Inventory - Packaged Grocery
648649250907	1.120689	1.03679563384804	-1.000000	9.000000	39.083620	34.8461930828026	-37.650000	271.980000	174	87	Inventory - Meat
004744591991	1.033681	0.231333919540354	0.000000	3.000000	15.532497	3.44823603897915	0.000000	38.910000	861	253	Inventory - Packaged Tea
066242508079	2.110778	2.03785584604595	0.000000	16.000000	17.111646	22.244790070221	0.000000	245.000000	334	172	Inventory - Vitamins
003660230146	0.392857	0.497347461393438	0.000000	1.000000	7.356785	9.31517163658553	0.000000	18.960000	28	16	Inventory - Vitamins
069765869204	1.000000	0	1.000000	1.000000	34.731250	3.45368307545931	31.320000	40.500000	8	8	Inventory - Packaged Grocery
081590902009	0.818518	0.456703101263958	0.000000	2.000000	14.323296	9.02368955078287	0.000000	38.540000	270	157	Inventory - Refrigerated Grocery
018581400063	0.758064	0.520461869859197	0.000000	2.000000	10.637204	7.12225698597374	0.000000	29.700000	186	96	Inventory - Packaged Grocery
082010345603	1.548387	1.45690790551815	0.000000	5.000000	11.842580	12.0414927003097	0.000000	45.300000	31	28	Inventory - Body Care
085832876124	1.041095	0.481921502736232	0.000000	6.000000	20.356986	8.85390620551977	0.000000	103.140000	219	122	Inventory - Packaged Grocery
066559647705	0.862411	0.526991677465713	0.000000	6.000000	18.000354	11.0298376736769	0.000000	124.800000	1410	257	Inventory - Refrigerated Grocery
085315210007	1.263847	0.858755785809882	0.000000	14.000000	29.107894	19.7551780797276	0.000000	323.540000	2365	277	Inventory - Packaged Grocery
081196102024	1.183908	0.87524153543927	0.000000	12.000000	17.191877	12.9271048249073	0.000000	182.640000	261	151	Inventory - Packaged Grocery
0400163809922	1.901639	2.61218247214079	-5.000000	10.000000	-1.774918	11.4827181194104	-45.000000	11.100000	61	12	Inventory - Body Care
002250600248	1.286075	1.09344563906055	1.000000	8.000000	48.064329	22.153412792283	0.000000	389.120000	790	255	Inventory - Packaged Grocery
083418300708	1.074352	0.40932138882763	0.000000	4.000000	25.068070	8.80277287199178	0.000000	86.880000	1197	260	Inventory - Frozen
081326702000	0.643750	0.676160776906214	0.000000	6.000000	11.147750	11.5766064780302	0.000000	96.600000	160	118	Inventory - Refrigerated Grocery
008983618507	2.090909	1.65400404681856	0.000000	6.000000	5.589772	4.42394146510561	0.000000	16.380000	44	38	Inventory - Packaged Grocery
002354210032	2.774193	1.76875759711011	1.000000	12.000000	29.886774	19.1511142315227	9.390000	129.720000	62	56	Inventory - Vitamins
002418200252	1.040770	0.444839745827532	0.000000	6.000000	20.505911	5.90149905445163	0.000000	81.440000	883	252	Inventory - Packaged Grocery
085352200042	1.098591	0.38893340960057	0.000000	4.000000	15.406309	5.21262073006153	0.000000	53.760000	355	184	Inventory - Packaged Grocery
085997500206	3.066225	2.60768657449307	0.000000	20.000000	13.295463	11.1605806030923	0.000000	86.220000	906	238	Inventory - Body Care
002836773149	3.034852	2.65648710675647	0.000000	36.000000	5.533583	4.50397420710449	0.000000	59.760000	1119	258	Inventory - Body Care
089470001012	1.087567	0.897348710587252	0.000000	22.000000	12.244223	9.58468157765385	0.000000	197.340000	2775	290	Inventory - Refrigerated Grocery
008983618542	1.040160	0.250792241274439	0.000000	3.000000	10.876265	2.64835602270697	0.000000	32.820000	249	151	Inventory - Packaged Grocery
074127320541	1.333333	0.952190457139047	0.000000	6.000000	11.406274	8.08352991230547	0.000000	57.960000	51	41	Inventory - Vitamins
005844989138	1.111424	0.441807825027597	0.000000	5.000000	18.950606	7.64244727413064	0.000000	87.650000	709	231	Inventory - Packaged Grocery
089239000150	0.000000	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	2	2	Inventory - Refrigerated Grocery
082969600054	1.476713	1.30186102079321	0.000000	16.000000	41.946783	34.5186258602235	0.000000	434.240000	2276	280	Inventory - Packaged Grocery
074917409700	1.317448	0.936558662707422	0.000000	10.000000	15.081319	11.0258459122722	0.000000	121.800000	1364	250	Inventory - Packaged Grocery
072225210240	1.225581	0.824133715622975	0.000000	15.000000	15.226860	10.2487872895545	0.000000	186.750000	2150	289	Inventory - Packaged Grocery
008983618959	1.119631	0.474655201328442	0.000000	6.000000	11.536809	4.44738842997001	0.000000	52.620000	652	239	Inventory - Packaged Grocery
004227201164	1.028037	0.464959806037923	0.000000	4.000000	10.229345	9.25059327735642	0.000000	46.000000	107	56	Inventory - Packaged Grocery
079921098003	1.315188	2.27035747253373	0.000000	73.000000	34.137611	52.16840490893	0.000000	1646.150000	1139	249	Inventory - Packaged Grocery
007468210406	0.995348	0.281482495923752	0.000000	5.000000	16.087465	4.60979714194917	0.000000	82.150000	430	215	Inventory - Refrigerated Grocery
008464335014	0.570093	0.532725290704376	0.000000	2.000000	6.948317	6.5115239824954	0.000000	25.440000	214	149	Inventory - Packaged Tea
003291700239	0.527733	0.548105915020947	0.000000	2.000000	9.554358	10.0056607085376	0.000000	38.200000	631	202	Inventory - Packaged Tea
003619212260	1.281639	0.741018713935655	0.000000	7.000000	24.040427	13.8540915241495	0.000000	133.980000	561	190	Inventory - Packaged Grocery
089070400265	0.888888	0.471404520791032	0.000000	2.000000	11.900555	6.58401314434953	0.000000	28.340000	18	18	Inventory - Packaged Grocery
001878777532	4.496657	6.23923947145251	0.000000	100.000000	39.321287	54.2167845607731	0.000000	867.000000	4039	290	Inventory - Body Care
004157011094	0.995495	0.348910337881347	0.000000	4.000000	9.344515	3.39100604171514	0.000000	37.480000	888	258	Inventory - Packaged Grocery
008411411097	1.063625	0.448860538052456	0.000000	6.000000	34.297779	14.3617044530691	0.000000	194.400000	833	242	Inventory - Packaged Grocery
008173840220	3.960893	3.84877498166058	0.000000	18.000000	11.136424	10.7801593429396	0.000000	52.560000	179	119	Inventory - Body Care
004256360331	0.703571	0.569211328153534	0.000000	3.000000	8.316285	6.77662769589915	0.000000	36.330000	280	159	Inventory - Packaged Grocery
081590902003	0.953846	0.463581247514508	0.000000	3.000000	17.931230	8.73246912838031	0.000000	47.190000	130	93	Inventory - Refrigerated Grocery
089070400220	1.130434	0.400482800417136	1.000000	3.000000	13.967391	5.48895433667878	0.000000	36.570000	46	38	Inventory - Packaged Grocery
008983619453	2.161538	1.47749970109178	0.000000	6.000000	9.725615	6.63871158274187	0.000000	28.080000	130	103	Inventory - Packaged Grocery
035497391382	1.392857	1.10014429068075	0.000000	4.000000	8.037857	6.37829557933423	0.000000	23.360000	28	26	Inventory - Vitamins
007151801044	1.000000	0	1.000000	1.000000	8.998800	0.655237361572123	8.090000	9.480000	25	24	Inventory - Packaged Grocery
068954408000	1.109849	0.629896126549122	0.000000	10.000000	14.938545	8.40523333546235	0.000000	133.500000	3259	292	Inventory - Refrigerated Grocery
008131240001	0.922766	0.595750069451576	0.000000	6.000000	18.189952	11.2383455013629	0.000000	106.500000	1489	284	Inventory - Refrigerated Grocery
004217519731	0.544554	0.693270669625171	0.000000	6.000000	7.753663	9.82586366688495	0.000000	84.660000	303	150	Inventory - Packaged Grocery
007695041533	1.090612	0.500752743220807	0.000000	6.000000	17.562320	8.03858412864769	0.000000	96.300000	1534	269	Inventory - Packaged Tea
060265214001	1.079253	0.371159680386219	0.000000	5.000000	16.856020	5.82720770724111	0.000000	82.000000	2410	283	Inventory - Packaged Grocery
063803172570	0.902953	0.435539469155886	0.000000	2.000000	24.659662	14.7453507428492	0.000000	62.600000	237	116	Inventory - Frozen
079570908902	0.869031	0.562278508035637	0.000000	5.000000	15.954515	10.3305225081347	0.000000	83.800000	733	207	Inventory - Refrigerated Grocery
089806200117	3.046875	1.8294737512053	0.000000	8.000000	20.437812	12.287760004677	0.000000	55.090000	64	49	Inventory - Body Care
085662400417	1.028571	0.663578280577191	0.000000	4.000000	19.841428	10.5919389834237	0.000000	45.640000	35	28	Inventory - Frozen
072474200854	3.256140	2.6539246478697	0.000000	12.000000	16.408175	13.3273884643231	0.000000	62.160000	285	165	Inventory - Body Care
003619212227	1.340466	0.932396779543925	1.000000	12.000000	25.052782	17.299818541275	13.410000	208.440000	1028	225	Inventory - Packaged Grocery
081957301069	0.941964	0.252747554039659	0.000000	2.000000	15.415357	4.45791107721152	0.000000	29.340000	224	157	Inventory - Packaged Grocery
005260306500	1.179440	0.765508286215651	0.000000	10.000000	27.023967	14.1991509490546	0.000000	212.100000	1109	268	Inventory - Packaged Grocery
004956846004	0.936363	0.37800691846246	0.000000	4.000000	32.473207	13.0974876523942	0.000000	141.120000	770	252	Inventory - Packaged Grocery
0934022400665	-1.111111	0.333333333333333	-2.000000	-1.000000	-5.091111	5.95604827978343	-14.330000	0.000000	9	9	Inventory - Refrigerated Grocery
003997802330	0.151515	0.618527087180309	0.000000	3.000000	1.357575	5.54200270113557	0.000000	26.880000	33	21	Inventory - Packaged Grocery
005844945002	1.051010	0.331831547910055	0.000000	6.000000	16.717016	5.54980759189489	0.000000	97.440000	1039	258	Inventory - Packaged Grocery
068524898762	0.516129	0.533189070444371	0.000000	2.000000	9.648629	15.8843048441406	0.000000	65.860000	124	64	Inventory - Frozen
007073400002	1.065028	0.372874971619379	0.000000	4.000000	12.546950	4.23274525196829	0.000000	50.240000	692	238	Inventory - Packaged Tea
081498500035	1.015151	0.383376300903094	0.000000	6.000000	40.103232	16.2750455380484	0.000000	246.720000	198	128	Inventory - Packaged Grocery
